m,TagName,
"2016-11-01 00:00:00","java","15644"
"2016-11-01 00:00:00","javascript","20505"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11921"
"2016-11-01 00:00:00","python","14174"
"2016-11-01 00:00:00","r","3558"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4361"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2793"
"2016-12-01 00:00:00","c#","10681"
"2016-12-01 00:00:00","c++","5220"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13838"
"2016-12-01 00:00:00","javascript","19789"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11466"
"2016-12-01 00:00:00","python","13041"
"2016-12-01 00:00:00","r","3148"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3926"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2756"
"2017-01-01 00:00:00","c#","11689"
"2017-01-01 00:00:00","c++","5646"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14547"
"2017-01-01 00:00:00","javascript","21380"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12595"
"2017-01-01 00:00:00","python","14263"
"2017-01-01 00:00:00","r","3486"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4334"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11483"
"2017-02-01 00:00:00","c++","5163"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14551"
"2017-02-01 00:00:00","javascript","21172"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12467"
"2017-02-01 00:00:00","python","14758"
"2017-02-01 00:00:00","r","3675"
"2017-02-01 00:00:00","ruby","1624"
"2017-02-01 00:00:00","swift","4053"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2966"
"2017-03-01 00:00:00","c#","12978"
"2017-03-01 00:00:00","c++","6216"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17298"
"2017-03-01 00:00:00","javascript","23690"
"2017-03-01 00:00:00","perl","410"
"2017-03-01 00:00:00","php","14022"
"2017-03-01 00:00:00","python","17112"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4611"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2850"
"2017-04-01 00:00:00","c#","11083"
"2017-04-01 00:00:00","c++","5870"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15917"
"2017-04-01 00:00:00","javascript","21221"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12383"
"2017-04-01 00:00:00","python","15636"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3908"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11968"
"2017-05-01 00:00:00","c++","5297"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16323"
"2017-05-01 00:00:00","javascript","22378"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13008"
"2017-05-01 00:00:00","python","16177"
"2017-05-01 00:00:00","r","4313"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4090"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11296"
"2017-06-01 00:00:00","c++","4682"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14613"
"2017-06-01 00:00:00","javascript","21557"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11718"
"2017-06-01 00:00:00","python","16002"
"2017-06-01 00:00:00","r","4446"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4193"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2046"
"2017-07-01 00:00:00","c#","11193"
"2017-07-01 00:00:00","c++","5017"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14118"
"2017-07-01 00:00:00","javascript","21595"
"2017-07-01 00:00:00","perl","331"
"2017-07-01 00:00:00","php","11743"
"2017-07-01 00:00:00","python","16906"
"2017-07-01 00:00:00","r","4578"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10942"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13745"
"2017-08-01 00:00:00","javascript","21323"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11612"
"2017-08-01 00:00:00","python","16461"
"2017-08-01 00:00:00","r","4566"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4177"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2100"
"2017-09-01 00:00:00","c#","9868"
"2017-09-01 00:00:00","c++","4465"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12741"
"2017-09-01 00:00:00","javascript","18974"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10665"
"2017-09-01 00:00:00","python","15439"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3759"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2775"
"2017-10-01 00:00:00","c#","10227"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13994"
"2017-10-01 00:00:00","javascript","19851"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10802"
"2017-10-01 00:00:00","python","16923"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3896"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9783"
"2017-11-01 00:00:00","c++","5032"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14166"
"2017-11-01 00:00:00","javascript","19391"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10570"
"2017-11-01 00:00:00","python","16958"
"2017-11-01 00:00:00","r","4503"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2193"
"2017-12-01 00:00:00","c#","8602"
"2017-12-01 00:00:00","c++","4453"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11968"
"2017-12-01 00:00:00","javascript","16962"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9105"
"2017-12-01 00:00:00","python","14930"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3199"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2213"
"2018-01-01 00:00:00","c#","9365"
"2018-01-01 00:00:00","c++","4750"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12334"
"2018-01-01 00:00:00","javascript","18884"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10081"
"2018-01-01 00:00:00","python","16227"
"2018-01-01 00:00:00","r","4199"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3739"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2142"
"2018-02-01 00:00:00","c#","8574"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12017"
"2018-02-01 00:00:00","javascript","17208"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9098"
"2018-02-01 00:00:00","python","16292"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2462"
"2018-03-01 00:00:00","c#","9782"
"2018-03-01 00:00:00","c++","5179"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13548"
"2018-03-01 00:00:00","javascript","19135"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9807"
"2018-03-01 00:00:00","python","17890"
"2018-03-01 00:00:00","r","5100"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4042"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9230"
"2018-04-01 00:00:00","c++","4657"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13472"
"2018-04-01 00:00:00","javascript","17946"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8915"
"2018-04-01 00:00:00","python","16971"
"2018-04-01 00:00:00","r","4726"
"2018-04-01 00:00:00","ruby","987"
"2018-04-01 00:00:00","swift","3567"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2364"
"2018-05-01 00:00:00","c#","9920"
"2018-05-01 00:00:00","c++","4683"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13452"
"2018-05-01 00:00:00","javascript","18053"
"2018-05-01 00:00:00","perl","241"
"2018-05-01 00:00:00","php","9435"
"2018-05-01 00:00:00","python","17553"
"2018-05-01 00:00:00","r","4731"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3616"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1833"
"2018-06-01 00:00:00","c#","8784"
"2018-06-01 00:00:00","c++","4095"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","674"
"2018-06-01 00:00:00","java","11776"
"2018-06-01 00:00:00","javascript","17163"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8405"
"2018-06-01 00:00:00","python","16793"
"2018-06-01 00:00:00","r","4483"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3140"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1601"
"2018-07-01 00:00:00","c#","9397"
"2018-07-01 00:00:00","c++","3910"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","691"
"2018-07-01 00:00:00","java","11744"
"2018-07-01 00:00:00","javascript","17783"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8527"
"2018-07-01 00:00:00","python","17927"
"2018-07-01 00:00:00","r","4403"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3667"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9478"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","705"
"2018-08-01 00:00:00","java","11293"
"2018-08-01 00:00:00","javascript","17836"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8450"
"2018-08-01 00:00:00","python","17707"
"2018-08-01 00:00:00","r","4102"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3566"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1835"
"2018-09-01 00:00:00","c#","8352"
"2018-09-01 00:00:00","c++","3737"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","673"
"2018-09-01 00:00:00","java","10708"
"2018-09-01 00:00:00","javascript","15988"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7636"
"2018-09-01 00:00:00","python","15992"
"2018-09-01 00:00:00","r","3754"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3135"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2446"
"2018-10-01 00:00:00","c#","9328"
"2018-10-01 00:00:00","c++","4304"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12483"
"2018-10-01 00:00:00","javascript","17392"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8137"
"2018-10-01 00:00:00","python","18128"
"2018-10-01 00:00:00","r","4353"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3264"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8463"
"2018-11-01 00:00:00","c++","4339"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11687"
"2018-11-01 00:00:00","javascript","16155"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","php","7058"
"2018-11-01 00:00:00","python","17997"
"2018-11-01 00:00:00","r","4226"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","222"
"2018-12-01 00:00:00","c","2191"
"2018-12-01 00:00:00","c#","7536"
"2018-12-01 00:00:00","c++","3555"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10425"
"2018-12-01 00:00:00","javascript","14260"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","php","6183"
"2018-12-01 00:00:00","python","15704"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2781"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2281"
"2019-01-01 00:00:00","c#","8738"
"2019-01-01 00:00:00","c++","3903"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11005"
"2019-01-01 00:00:00","javascript","16001"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7156"
"2019-01-01 00:00:00","python","16924"
"2019-01-01 00:00:00","r","3942"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2905"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2052"
"2019-02-01 00:00:00","c#","8342"
"2019-02-01 00:00:00","c++","3727"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10976"
"2019-02-01 00:00:00","javascript","15672"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7252"
"2019-02-01 00:00:00","python","17502"
"2019-02-01 00:00:00","r","4246"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2680"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8949"
"2019-03-01 00:00:00","c++","4420"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12020"
"2019-03-01 00:00:00","javascript","17305"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7760"
"2019-03-01 00:00:00","python","19875"
"2019-03-01 00:00:00","r","4492"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2945"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2426"
"2019-04-01 00:00:00","c#","9101"
"2019-04-01 00:00:00","c++","4371"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11149"
"2019-04-01 00:00:00","javascript","16143"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7136"
"2019-04-01 00:00:00","python","19802"
"2019-04-01 00:00:00","r","4596"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3073"
"2019-05-01 00:00:00","assembly","236"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9013"
"2019-05-01 00:00:00","c++","4121"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11075"
"2019-05-01 00:00:00","javascript","16121"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6928"
"2019-05-01 00:00:00","python","18877"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1725"
"2019-06-01 00:00:00","c#","7594"
"2019-06-01 00:00:00","c++","3636"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9619"
"2019-06-01 00:00:00","javascript","14786"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5987"
"2019-06-01 00:00:00","python","17213"
"2019-06-01 00:00:00","r","3945"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3085"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1752"
"2019-07-01 00:00:00","c#","8433"
"2019-07-01 00:00:00","c++","4263"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","626"
"2019-07-01 00:00:00","java","10816"
"2019-07-01 00:00:00","javascript","16128"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6638"
"2019-07-01 00:00:00","python","19734"
"2019-07-01 00:00:00","r","4197"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3032"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1549"
"2019-08-01 00:00:00","c#","7697"
"2019-08-01 00:00:00","c++","3286"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9073"
"2019-08-01 00:00:00","javascript","15189"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5791"
"2019-08-01 00:00:00","python","18013"
"2019-08-01 00:00:00","r","3950"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2536"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2004"
"2019-09-01 00:00:00","c#","7833"
"2019-09-01 00:00:00","c++","3778"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","618"
"2019-09-01 00:00:00","java","9654"
"2019-09-01 00:00:00","javascript","14864"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5545"
"2019-09-01 00:00:00","python","16856"
"2019-09-01 00:00:00","r","3935"
"2019-09-01 00:00:00","ruby","717"
"2019-09-01 00:00:00","swift","2550"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2476"
"2019-10-01 00:00:00","c#","8399"
"2019-10-01 00:00:00","c++","4833"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11187"
"2019-10-01 00:00:00","javascript","15959"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6036"
"2019-10-01 00:00:00","python","20422"
"2019-10-01 00:00:00","r","4382"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2507"
"2019-11-01 00:00:00","c#","8012"
"2019-11-01 00:00:00","c++","4726"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10303"
"2019-11-01 00:00:00","javascript","15740"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6067"
"2019-11-01 00:00:00","python","20573"
"2019-11-01 00:00:00","r","4283"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2871"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2143"
"2019-12-01 00:00:00","c#","7198"
"2019-12-01 00:00:00","c++","4195"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","615"
"2019-12-01 00:00:00","java","9011"
"2019-12-01 00:00:00","javascript","14295"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5209"
"2019-12-01 00:00:00","python","18089"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2658"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2050"
"2020-01-01 00:00:00","c#","7793"
"2020-01-01 00:00:00","c++","4224"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9936"
"2020-01-01 00:00:00","javascript","15996"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5880"
"2020-01-01 00:00:00","python","19949"
"2020-01-01 00:00:00","r","4146"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2894"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1978"
"2020-02-01 00:00:00","c#","7711"
"2020-02-01 00:00:00","c++","4083"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10030"
"2020-02-01 00:00:00","javascript","15718"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5661"
"2020-02-01 00:00:00","python","20016"
"2020-02-01 00:00:00","r","4674"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2759"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2482"
"2020-03-01 00:00:00","c#","7779"
"2020-03-01 00:00:00","c++","4638"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11048"
"2020-03-01 00:00:00","javascript","17551"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5648"
"2020-03-01 00:00:00","python","22666"
"2020-03-01 00:00:00","r","5118"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2908"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3249"
"2020-04-01 00:00:00","c#","8575"
"2020-04-01 00:00:00","c++","6212"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12602"
"2020-04-01 00:00:00","javascript","20879"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6610"
"2020-04-01 00:00:00","python","27592"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","767"
"2020-04-01 00:00:00","swift","3446"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3371"
"2020-05-01 00:00:00","c#","8586"
"2020-05-01 00:00:00","c++","6402"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","12005"
"2020-05-01 00:00:00","javascript","21459"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6503"
"2020-05-01 00:00:00","python","29415"
"2020-05-01 00:00:00","r","6009"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3519"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2591"
"2020-06-01 00:00:00","c#","7892"
"2020-06-01 00:00:00","c++","5624"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10817"
"2020-06-01 00:00:00","javascript","19800"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5921"
"2020-06-01 00:00:00","python","27097"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3157"
"2020-07-01 00:00:00","assembly","274"
"2020-07-01 00:00:00","c","2097"
"2020-07-01 00:00:00","c#","7808"
"2020-07-01 00:00:00","c++","5163"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","642"
"2020-07-01 00:00:00","java","10433"
"2020-07-01 00:00:00","javascript","19866"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5923"
"2020-07-01 00:00:00","python","26253"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2985"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1892"
"2020-08-01 00:00:00","c#","7058"
"2020-08-01 00:00:00","c++","4775"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","707"
"2020-08-01 00:00:00","java","9302"
"2020-08-01 00:00:00","javascript","18030"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4974"
"2020-08-01 00:00:00","python","23034"
"2020-08-01 00:00:00","r","4496"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2679"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2161"
"2020-09-01 00:00:00","c#","6449"
"2020-09-01 00:00:00","c++","3918"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8934"
"2020-09-01 00:00:00","javascript","16761"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4772"
"2020-09-01 00:00:00","python","21741"
"2020-09-01 00:00:00","r","4756"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2559"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2375"
"2020-10-01 00:00:00","c#","6192"
"2020-10-01 00:00:00","c++","4326"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8934"
"2020-10-01 00:00:00","javascript","16415"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4581"
"2020-10-01 00:00:00","python","22796"
"2020-10-01 00:00:00","r","5070"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2319"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2695"
"2020-11-01 00:00:00","c#","5978"
"2020-11-01 00:00:00","c++","4318"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","526"
"2020-11-01 00:00:00","java","8478"
"2020-11-01 00:00:00","javascript","15517"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4614"
"2020-11-01 00:00:00","python","22178"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2162"
"2020-12-01 00:00:00","assembly","299"
